transaction_id,customer_id,transaction_date,transaction_type,amount
TXN_CUST_1006_4,CUST_1006,2025-10-22,CASH,20134.39
TXN_CUST_1006_5,CUST_1006,2025-04-12,UPI,29808.84
TXN_CUST_1007_1,CUST_1007,2025-11-18,NEFT,5544.11
TXN_CUST_1007_2,CUST_1007,2025-06-04,UPI,39913.25
TXN_CUST_1007_3,CUST_1007,2025-10-17,UPI,17686.59
TXN_CUST_1007_4,CUST_1007,2025-08-08,IMPS,3913.36
TXN_CUST_1007_5,CUST_1007,2025-11-28,IMPS,1126.28
TXN_CUST_1008_1,CUST_1008,2025-08-04,CASH,5724.17
TXN_CUST_1008_2,CUST_1008,2025-07-05,CASH,35511.78
TXN_CUST_1008_3,CUST_1008,2025-08-11,NEFT,36822.87
TXN_CUST_1008_4,CUST_1008,2025-11-30,IMPS,30987.66
TXN_CUST_1008_5,CUST_1008,2025-10-03,CASH,23511.25
TXN_CUST_1009_1,CUST_1009,2025-10-31,IMPS,16454.08
TXN_CUST_1009_2,CUST_1009,2025-05-06,UPI,14306.95
TXN_CUST_1009_3,CUST_1009,2025-08-19,NEFT,37648.58
TXN_CUST_1009_4,CUST_1009,2025-10-19,CASH,17151.63
TXN_CUST_1009_5,CUST_1009,2025-09-11,IMPS,9501.07
TXN_CUST_1010_1,CUST_1010,2025-04-19,IMPS,39992.7
TXN_CUST_1010_2,CUST_1010,2025-06-24,IMPS,44075.84
TXN_CUST_1010_3,CUST_1010,2025-12-26,IMPS,28011.66
TXN_CUST_1010_4,CUST_1010,2025-09-22,NEFT,4737.84
TXN_CUST_1010_5,CUST_1010,2025-07-28,CASH,27981.22
TXN_CUST_1011_1,CUST_1011,2025-05-04,CASH,32472.19
TXN_CUST_1011_2,CUST_1011,2025-09-09,CASH,39750.18
TXN_CUST_1011_3,CUST_1011,2025-02-17,IMPS,11469.02
TXN_CUST_1011_4,CUST_1011,2025-12-21,NEFT,15657.2
TXN_CUST_1011_5,CUST_1011,2025-10-25,IMPS,23926.39
TXN_CUST_1012_1,CUST_1012,2025-09-29,IMPS,21562.44
TXN_CUST_1012_2,CUST_1012,2025-10-09,IMPS,17914.62
TXN_CUST_1012_3,CUST_1012,2025-08-21,IMPS,15677.84
TXN_CUST_1012_4,CUST_1012,2025-04-29,UPI,36203.57
TXN_CUST_1012_5,CUST_1012,2025-06-11,UPI,37272.61
TXN_CUST_1013_1,CUST_1013,2025-12-20,NEFT,9981.28
TXN_CUST_1013_2,CUST_1013,2025-09-05,IMPS,36366.96
TXN_CUST_1013_3,CUST_1013,2025-09-26,IMPS,49035.28
TXN_CUST_1013_4,CUST_1013,2025-04-10,IMPS,11760.42
TXN_CUST_1013_5,CUST_1013,2025-04-02,IMPS,1200.34
TXN_CUST_1014_1,CUST_1014,2025-10-01,NEFT,14078.41
TXN_CUST_1014_2,CUST_1014,2025-01-28,IMPS,35022.16
TXN_CUST_1014_3,CUST_1014,2025-03-06,CASH,5578.09
TXN_CUST_1014_4,CUST_1014,2025-01-07,IMPS,23735.15
TXN_CUST_1014_5,CUST_1014,2025-08-14,IMPS,9626.0
TXN_CUST_1015_1,CUST_1015,2025-01-27,IMPS,47082.65
TXN_CUST_1015_2,CUST_1015,2025-09-02,UPI,41194.72
TXN_CUST_1015_3,CUST_1015,2025-07-25,CASH,4167.07
TXN_CUST_1015_4,CUST_1015,2025-11-19,UPI,8010.49
TXN_CUST_1015_5,CUST_1015,2025-10-16,IMPS,4716.45
TXN_CUST_1016_1,CUST_1016,2025-05-08,UPI,28124.62
TXN_CUST_1016_2,CUST_1016,2025-08-02,NEFT,38896.83
TXN_CUST_1016_3,CUST_1016,2025-07-14,CASH,45470.97
TXN_CUST_1016_4,CUST_1016,2025-06-02,CASH,15616.32
TXN_CUST_1016_5,CUST_1016,2025-11-14,UPI,30676.73
TXN_CUST_1017_1,CUST_1017,2025-02-20,NEFT,31462.99
TXN_CUST_1017_2,CUST_1017,2025-05-16,UPI,8274.33
TXN_CUST_1017_3,CUST_1017,2025-03-30,UPI,8248.36
TXN_CUST_1017_4,CUST_1017,2025-07-29,CASH,34623.87
TXN_CUST_1017_5,CUST_1017,2025-08-29,IMPS,2115.67
TXN_CUST_1018_1,CUST_1018,2025-05-28,IMPS,35297.88
TXN_CUST_1018_2,CUST_1018,2025-08-21,UPI,34525.55
TXN_CUST_1018_3,CUST_1018,2025-05-16,NEFT,21544.38
TXN_CUST_1018_4,CUST_1018,2025-10-06,NEFT,32557.92
TXN_CUST_1018_5,CUST_1018,2025-05-17,NEFT,4034.79
TXN_CUST_1019_1,CUST_1019,2025-03-26,IMPS,29954.68
TXN_CUST_1019_2,CUST_1019,2025-10-19,IMPS,22238.1
TXN_CUST_1019_3,CUST_1019,2025-08-28,IMPS,35136.82
TXN_CUST_1019_4,CUST_1019,2025-05-20,CASH,22169.06
TXN_CUST_1019_5,CUST_1019,2025-11-03,UPI,44526.43
TXN_CUST_1020_1,CUST_1020,2025-06-15,IMPS,1780.31
TXN_CUST_1020_2,CUST_1020,2025-04-28,UPI,49978.83
TXN_CUST_1020_3,CUST_1020,2025-12-11,IMPS,29024.23
TXN_CUST_1020_4,CUST_1020,2025-03-31,CASH,26188.71
TXN_CUST_1020_5,CUST_1020,2025-08-15,IMPS,9483.71
TXN_CUST_1021_1,CUST_1021,2025-10-27,CASH,31921.84
TXN_CUST_1021_2,CUST_1021,2025-09-09,UPI,23765.51
TXN_CUST_1021_3,CUST_1021,2025-07-29,IMPS,16392.38
TXN_CUST_1021_4,CUST_1021,2025-02-23,NEFT,16825.28
TXN_CUST_1021_5,CUST_1021,2025-12-22,CASH,14766.78
TXN_CUST_1022_1,CUST_1022,2025-07-25,UPI,23013.88
TXN_CUST_1022_2,CUST_1022,2025-06-11,IMPS,16502.05
TXN_CUST_1022_3,CUST_1022,2025-07-26,UPI,33054.19
TXN_CUST_1022_4,CUST_1022,2025-10-05,CASH,20955.75
TXN_CUST_1022_5,CUST_1022,2025-04-07,IMPS,31320.38
TXN_CUST_1023_1,CUST_1023,2025-09-13,CASH,38119.53
TXN_CUST_1023_2,CUST_1023,2025-04-15,IMPS,27686.37
TXN_CUST_1023_3,CUST_1023,2025-05-28,CASH,44101.91
TXN_CUST_1023_4,CUST_1023,2025-09-06,UPI,1929.04
TXN_CUST_1023_5,CUST_1023,2025-11-19,NEFT,35634.25
TXN_CUST_1024_1,CUST_1024,2025-06-09,UPI,27836.44
TXN_CUST_1024_2,CUST_1024,2025-02-17,NEFT,49616.73
TXN_CUST_1024_3,CUST_1024,2025-02-28,CASH,47379.51
TXN_CUST_1024_4,CUST_1024,2025-11-28,NEFT,25169.59
TXN_CUST_1024_5,CUST_1024,2025-05-30,IMPS,21066.77
TXN_CUST_1025_1,CUST_1025,2025-09-05,CASH,12564.68
TXN_CUST_1025_2,CUST_1025,2025-10-10,NEFT,19487.51
TXN_CUST_1025_3,CUST_1025,2025-11-03,NEFT,43269.33
TXN_CUST_1025_4,CUST_1025,2025-05-22,CASH,17323.82
TXN_CUST_1025_5,CUST_1025,2025-09-17,IMPS,41117.2
TXN_CUST_1026_1,CUST_1026,2025-05-25,IMPS,41955.06
TXN_CUST_1026_2,CUST_1026,2025-10-24,CASH,43330.4
TXN_CUST_1026_3,CUST_1026,2025-08-17,CASH,17583.64
TXN_CUST_1026_4,CUST_1026,2025-10-10,CASH,23039.56
TXN_CUST_1026_5,CUST_1026,2025-06-14,NEFT,49048.34
TXN_CUST_1027_1,CUST_1027,2025-05-03,CASH,12061.34
TXN_CUST_1027_2,CUST_1027,2025-07-30,UPI,16249.73
TXN_CUST_1027_3,CUST_1027,2025-08-31,CASH,19610.9
TXN_CUST_1027_4,CUST_1027,2025-12-06,NEFT,25018.77
TXN_CUST_1027_5,CUST_1027,2025-01-19,NEFT,25363.41
TXN_CUST_1028_1,CUST_1028,2025-10-30,IMPS,43550.17
TXN_CUST_1028_2,CUST_1028,2025-08-14,UPI,26534.58
TXN_CUST_1028_3,CUST_1028,2025-08-22,UPI,36260.97
TXN_CUST_1028_4,CUST_1028,2025-07-29,NEFT,4204.0
TXN_CUST_1028_5,CUST_1028,2025-05-16,IMPS,31351.34
TXN_CUST_1029_1,CUST_1029,2025-07-23,UPI,42662.38
TXN_CUST_1029_2,CUST_1029,2025-12-12,CASH,47729.91
TXN_CUST_1029_3,CUST_1029,2025-11-17,CASH,43682.96
TXN_CUST_1029_4,CUST_1029,2025-01-19,UPI,12121.13
TXN_CUST_1029_5,CUST_1029,2025-12-17,IMPS,49872.58
TXN_CUST_1030_1,CUST_1030,2025-02-16,CASH,48927.72
TXN_CUST_1030_2,CUST_1030,2025-11-21,UPI,22462.09
TXN_CUST_1030_3,CUST_1030,2025-12-22,IMPS,45219.49
TXN_CUST_1030_4,CUST_1030,2025-01-24,IMPS,39909.1
TXN_CUST_1030_5,CUST_1030,2025-05-31,IMPS,19054.63
TXN_CUST_1031_1,CUST_1031,2025-03-16,NEFT,26792.73
TXN_CUST_1031_2,CUST_1031,2025-10-17,NEFT,8914.19
TXN_CUST_1031_3,CUST_1031,2025-02-10,CASH,31175.66
TXN_CUST_1031_4,CUST_1031,2025-05-04,CASH,45685.04
TXN_CUST_1031_5,CUST_1031,2025-03-15,NEFT,23326.92
TXN_CUST_1032_1,CUST_1032,2025-05-11,CASH,13138.67
TXN_CUST_1032_2,CUST_1032,2025-01-05,CASH,45109.87
TXN_CUST_1032_3,CUST_1032,2025-12-13,NEFT,4156.16
TXN_CUST_1032_4,CUST_1032,2025-06-26,IMPS,32127.47
TXN_CUST_1032_5,CUST_1032,2025-08-06,IMPS,23113.37
TXN_CUST_1033_1,CUST_1033,2025-06-04,NEFT,49968.99
TXN_CUST_1033_2,CUST_1033,2025-09-05,UPI,12241.68
TXN_CUST_1033_3,CUST_1033,2025-10-20,IMPS,28953.19
TXN_CUST_1033_4,CUST_1033,2025-12-25,IMPS,1586.01
TXN_CUST_1033_5,CUST_1033,2025-12-04,CASH,14086.78
TXN_CUST_1034_1,CUST_1034,2025-10-17,UPI,45575.54
TXN_CUST_1034_2,CUST_1034,2025-09-12,IMPS,38899.18
TXN_CUST_1034_3,CUST_1034,2025-04-28,IMPS,11340.72
TXN_CUST_1034_4,CUST_1034,2025-04-08,IMPS,34049.34
TXN_CUST_1034_5,CUST_1034,2025-12-04,NEFT,31598.28
TXN_CUST_1035_1,CUST_1035,2025-11-18,UPI,15792.18
TXN_CUST_1035_2,CUST_1035,2025-08-14,UPI,29188.9
TXN_CUST_1035_3,CUST_1035,2025-03-09,UPI,45526.58
TXN_CUST_1035_4,CUST_1035,2025-06-17,CASH,9194.18
TXN_CUST_1035_5,CUST_1035,2025-03-09,IMPS,26777.19
TXN_CUST_1036_1,CUST_1036,2025-05-20,NEFT,13220.02
TXN_CUST_1036_2,CUST_1036,2025-09-04,IMPS,37454.69
TXN_CUST_1036_3,CUST_1036,2025-06-23,UPI,23682.4
TXN_CUST_1036_4,CUST_1036,2025-02-08,NEFT,37830.5
TXN_CUST_1036_5,CUST_1036,2025-04-26,CASH,48379.85
TXN_CUST_1037_1,CUST_1037,2025-10-13,IMPS,4969.99
TXN_CUST_1037_2,CUST_1037,2025-07-22,UPI,13590.7
TXN_CUST_1037_3,CUST_1037,2025-03-05,CASH,18744.99
TXN_CUST_1037_4,CUST_1037,2025-12-11,IMPS,29435.72
TXN_CUST_1037_5,CUST_1037,2025-11-23,IMPS,5863.13
TXN_CUST_1038_1,CUST_1038,2025-04-30,CASH,1738.72
TXN_CUST_1038_2,CUST_1038,2025-10-15,IMPS,45805.17
TXN_CUST_1038_3,CUST_1038,2025-04-24,UPI,31952.49
TXN_CUST_1038_4,CUST_1038,2025-08-26,IMPS,32637.35
TXN_CUST_1038_5,CUST_1038,2025-03-01,NEFT,2744.67
TXN_CUST_1039_1,CUST_1039,2025-01-20,IMPS,49798.41
TXN_CUST_1039_2,CUST_1039,2025-03-01,UPI,12122.6
TXN_CUST_1039_3,CUST_1039,2025-10-03,NEFT,19737.97
TXN_CUST_1039_4,CUST_1039,2025-07-09,CASH,29573.35
TXN_CUST_1039_5,CUST_1039,2025-03-21,CASH,32918.63
TXN_CUST_1040_1,CUST_1040,2025-09-08,CASH,46983.13
TXN_CUST_1040_2,CUST_1040,2025-05-24,UPI,34668.89
TXN_CUST_1040_3,CUST_1040,2025-04-22,CASH,22512.45
TXN_CUST_1040_4,CUST_1040,2025-05-01,IMPS,5418.05
TXN_CUST_1040_5,CUST_1040,2025-12-18,IMPS,27451.06
TXN_CUST_1041_1,CUST_1041,2025-11-27,IMPS,3497.23
TXN_CUST_1041_2,CUST_1041,2025-05-22,NEFT,48426.24
TXN_CUST_1041_3,CUST_1041,2025-08-21,UPI,33307.05
TXN_CUST_1041_4,CUST_1041,2025-11-25,UPI,3003.64
TXN_CUST_1041_5,CUST_1041,2025-06-20,NEFT,49446.63
TXN_CUST_1042_1,CUST_1042,2025-10-17,NEFT,3896.2
TXN_CUST_1042_2,CUST_1042,2025-10-11,NEFT,29525.96
TXN_CUST_1042_3,CUST_1042,2025-04-30,IMPS,38831.24
TXN_CUST_1042_4,CUST_1042,2025-11-02,UPI,14225.1
TXN_CUST_1042_5,CUST_1042,2025-03-16,NEFT,27240.67
TXN_CUST_1043_1,CUST_1043,2025-03-31,UPI,33222.35
TXN_CUST_1043_2,CUST_1043,2025-01-14,NEFT,1235.59
TXN_CUST_1043_3,CUST_1043,2025-05-02,IMPS,1281.16
TXN_CUST_1043_4,CUST_1043,2025-05-16,UPI,6774.55
TXN_CUST_1043_5,CUST_1043,2025-08-04,UPI,37410.43
TXN_CUST_1044_1,CUST_1044,2025-09-01,CASH,39011.84
TXN_CUST_1044_2,CUST_1044,2025-09-20,UPI,22874.27
TXN_CUST_1044_3,CUST_1044,2025-04-24,UPI,36498.53
TXN_CUST_1044_4,CUST_1044,2025-12-04,IMPS,23173.1
TXN_CUST_1044_5,CUST_1044,2025-01-16,UPI,49930.04
TXN_CUST_1045_1,CUST_1045,2025-07-25,CASH,34461.83
TXN_CUST_1045_2,CUST_1045,2025-09-09,CASH,4137.79
TXN_CUST_1045_3,CUST_1045,2025-02-11,IMPS,30610.72
TXN_CUST_1045_4,CUST_1045,2025-02-03,NEFT,14113.29
TXN_CUST_1045_5,CUST_1045,2025-11-21,IMPS,19354.77
TXN_CUST_1046_1,CUST_1046,2025-11-02,IMPS,22958.91
TXN_CUST_1046_2,CUST_1046,2025-11-06,CASH,5409.33
TXN_CUST_1046_3,CUST_1046,2025-12-26,UPI,42713.24
TXN_CUST_1046_4,CUST_1046,2025-11-30,NEFT,21788.46
TXN_CUST_1046_5,CUST_1046,2025-04-27,CASH,17277.12
TXN_CUST_1047_1,CUST_1047,2025-08-21,CASH,21091.49
TXN_CUST_1047_2,CUST_1047,2025-02-18,IMPS,21624.82
TXN_CUST_1047_3,CUST_1047,2025-12-07,IMPS,19027.9
TXN_CUST_1047_4,CUST_1047,2025-03-20,CASH,3823.1
TXN_CUST_1047_5,CUST_1047,2025-02-13,UPI,21877.89
TXN_CUST_1048_1,CUST_1048,2025-07-10,NEFT,28040.35
TXN_CUST_1048_2,CUST_1048,2025-10-28,IMPS,33665.66
TXN_CUST_1048_3,CUST_1048,2025-07-30,IMPS,43743.56
TXN_CUST_1048_4,CUST_1048,2025-08-05,UPI,48435.73
TXN_CUST_1048_5,CUST_1048,2025-11-04,IMPS,17906.49
TXN_CUST_1049_1,CUST_1049,2025-10-23,NEFT,8159.14
TXN_CUST_1049_2,CUST_1049,2025-09-04,NEFT,42440.1
TXN_CUST_1049_3,CUST_1049,2025-06-29,IMPS,6186.82
TXN_CUST_1049_4,CUST_1049,2025-05-23,NEFT,40457.46
TXN_CUST_1049_5,CUST_1049,2025-10-15,UPI,30645.25
TXN_CUST_1050_1,CUST_1050,2025-12-03,IMPS,1933.18
TXN_CUST_1050_2,CUST_1050,2025-05-20,IMPS,46116.11
TXN_CUST_1050_3,CUST_1050,2025-06-29,UPI,9479.58
TXN_CUST_1050_4,CUST_1050,2025-03-15,CASH,3944.48
TXN_CUST_1050_5,CUST_1050,2025-11-21,UPI,5042.01
TXN_CUST_1051_1,CUST_1051,2025-09-29,NEFT,19121.62
TXN_CUST_1051_2,CUST_1051,2025-08-21,IMPS,8291.76
TXN_CUST_1051_3,CUST_1051,2025-06-09,IMPS,38953.36
TXN_CUST_1051_4,CUST_1051,2025-10-18,UPI,44225.44
TXN_CUST_1051_5,CUST_1051,2025-03-21,NEFT,37844.58
TXN_CUST_1052_1,CUST_1052,2025-01-26,UPI,13969.09
TXN_CUST_1052_2,CUST_1052,2025-12-05,CASH,24540.25
TXN_CUST_1052_3,CUST_1052,2025-08-15,CASH,14021.76
TXN_CUST_1052_4,CUST_1052,2025-09-20,UPI,17586.06
TXN_CUST_1052_5,CUST_1052,2025-02-26,IMPS,34071.79
TXN_CUST_1053_1,CUST_1053,2025-10-31,CASH,26583.24
TXN_CUST_1053_2,CUST_1053,2025-06-07,UPI,11415.66
TXN_CUST_1053_3,CUST_1053,2025-11-03,UPI,880.51
TXN_CUST_1053_4,CUST_1053,2025-06-04,NEFT,38483.8
TXN_CUST_1053_5,CUST_1053,2025-05-11,IMPS,16742.06
TXN_CUST_1054_1,CUST_1054,2025-01-04,CASH,37477.2
TXN_CUST_1054_2,CUST_1054,2025-03-31,NEFT,19320.27
TXN_CUST_1054_3,CUST_1054,2025-12-27,NEFT,25262.99
TXN_CUST_1054_4,CUST_1054,2025-12-09,IMPS,4067.74
TXN_CUST_1054_5,CUST_1054,2025-01-22,CASH,1427.71
TXN_CUST_1055_1,CUST_1055,2025-02-09,IMPS,29000.08
TXN_CUST_1055_2,CUST_1055,2025-10-21,CASH,35620.2
TXN_CUST_1055_3,CUST_1055,2025-08-02,IMPS,6201.08
TXN_CUST_1055_4,CUST_1055,2025-01-11,IMPS,9007.72
TXN_CUST_1055_5,CUST_1055,2025-11-13,CASH,41685.28
TXN_CUST_1056_1,CUST_1056,2025-07-05,UPI,22117.23
TXN_CUST_1056_2,CUST_1056,2025-02-24,NEFT,22065.99
TXN_CUST_1056_3,CUST_1056,2025-07-25,UPI,20090.45
TXN_CUST_1056_4,CUST_1056,2025-06-08,IMPS,11467.82
TXN_CUST_1056_5,CUST_1056,2025-03-28,UPI,25768.92
TXN_CUST_1057_1,CUST_1057,2025-02-28,NEFT,45343.18
TXN_CUST_1057_2,CUST_1057,2025-06-28,IMPS,36505.27
TXN_CUST_1057_3,CUST_1057,2025-11-27,NEFT,12195.31
TXN_CUST_1057_4,CUST_1057,2025-03-16,IMPS,10264.95
TXN_CUST_1057_5,CUST_1057,2025-11-05,NEFT,38130.66
TXN_CUST_1058_1,CUST_1058,2025-12-02,UPI,9268.73
TXN_CUST_1058_2,CUST_1058,2025-11-18,CASH,23465.68
TXN_CUST_1058_3,CUST_1058,2025-10-16,CASH,34216.11
TXN_CUST_1058_4,CUST_1058,2025-10-17,IMPS,43280.22
TXN_CUST_1058_5,CUST_1058,2025-11-18,IMPS,7972.39
TXN_CUST_1059_1,CUST_1059,2025-02-04,CASH,22389.3
TXN_CUST_1059_2,CUST_1059,2025-06-05,IMPS,29775.28
TXN_CUST_1059_3,CUST_1059,2025-06-30,UPI,15865.19
TXN_CUST_1059_4,CUST_1059,2025-08-20,UPI,3316.06
TXN_CUST_1059_5,CUST_1059,2025-05-27,UPI,32410.99
TXN_CUST_1060_1,CUST_1060,2025-02-16,CASH,23404.23
TXN_CUST_1060_2,CUST_1060,2025-10-11,UPI,22761.82
TXN_CUST_1060_3,CUST_1060,2025-10-20,NEFT,16415.57
TXN_CUST_1060_4,CUST_1060,2025-09-01,NEFT,47907.26
TXN_CUST_1060_5,CUST_1060,2025-08-19,UPI,40642.86
TXN_CUST_1061_1,CUST_1061,2025-06-25,UPI,25475.18
TXN_CUST_1061_2,CUST_1061,2025-03-30,UPI,12763.31
TXN_CUST_1061_3,CUST_1061,2025-08-13,CASH,26441.39
TXN_CUST_1061_4,CUST_1061,2025-11-09,NEFT,18512.95
TXN_CUST_1061_5,CUST_1061,2025-05-25,CASH,20734.09
TXN_CUST_1062_1,CUST_1062,2025-06-23,UPI,39566.73
TXN_CUST_1062_2,CUST_1062,2025-11-28,IMPS,3762.64
TXN_CUST_1062_3,CUST_1062,2025-02-18,CASH,14565.28
TXN_CUST_1062_4,CUST_1062,2025-12-03,NEFT,17001.42
TXN_CUST_1062_5,CUST_1062,2025-10-26,NEFT,45878.95
TXN_CUST_1063_1,CUST_1063,2025-06-08,CASH,6883.11
TXN_CUST_1063_2,CUST_1063,2025-12-29,UPI,15824.3
TXN_CUST_1063_3,CUST_1063,2025-07-12,IMPS,40752.65
TXN_CUST_1063_4,CUST_1063,2025-12-10,UPI,32478.23
TXN_CUST_1063_5,CUST_1063,2025-08-05,IMPS,1402.41
TXN_CUST_1064_1,CUST_1064,2025-06-08,NEFT,47582.88
TXN_CUST_1064_2,CUST_1064,2025-06-24,CASH,10004.26
TXN_CUST_1064_3,CUST_1064,2025-03-12,NEFT,4319.67
TXN_CUST_1064_4,CUST_1064,2025-02-21,UPI,33265.5
TXN_CUST_1064_5,CUST_1064,2025-11-13,NEFT,30063.7
TXN_CUST_1065_1,CUST_1065,2025-03-20,NEFT,9451.88
TXN_CUST_1065_2,CUST_1065,2025-12-21,NEFT,36198.56
TXN_CUST_1065_3,CUST_1065,2025-01-23,CASH,18532.82
TXN_CUST_1065_4,CUST_1065,2025-05-02,CASH,30724.47
TXN_CUST_1065_5,CUST_1065,2025-08-18,NEFT,26933.55
TXN_CUST_1066_1,CUST_1066,2025-06-08,CASH,45246.73
TXN_CUST_1066_2,CUST_1066,2025-04-10,IMPS,34076.19
TXN_CUST_1066_3,CUST_1066,2025-10-20,CASH,23353.16
TXN_CUST_1066_4,CUST_1066,2025-05-25,CASH,25393.88
TXN_CUST_1066_5,CUST_1066,2025-08-03,NEFT,40936.12
TXN_CUST_1067_1,CUST_1067,2025-11-06,NEFT,43713.6
TXN_CUST_1067_2,CUST_1067,2025-01-27,CASH,43768.79
TXN_CUST_1067_3,CUST_1067,2025-10-11,UPI,35714.35
TXN_CUST_1067_4,CUST_1067,2025-09-22,UPI,14610.62
TXN_CUST_1067_5,CUST_1067,2025-03-24,IMPS,22741.3
TXN_CUST_1068_1,CUST_1068,2025-09-20,NEFT,41636.81
TXN_CUST_1068_2,CUST_1068,2025-02-16,NEFT,40926.81
TXN_CUST_1068_3,CUST_1068,2025-06-28,UPI,21037.4
TXN_CUST_1068_4,CUST_1068,2025-07-22,IMPS,12171.01
TXN_CUST_1068_5,CUST_1068,2025-02-11,IMPS,11614.67
TXN_CUST_1069_1,CUST_1069,2025-06-13,UPI,42039.23
TXN_CUST_1069_2,CUST_1069,2025-11-29,IMPS,39673.34
TXN_CUST_1069_3,CUST_1069,2025-03-12,UPI,14700.53
TXN_CUST_1069_4,CUST_1069,2025-08-30,NEFT,38062.64
TXN_CUST_1069_5,CUST_1069,2025-08-29,CASH,30959.74
TXN_CUST_1070_1,CUST_1070,2025-02-10,UPI,13168.23
TXN_CUST_1070_2,CUST_1070,2025-03-18,CASH,6003.75
TXN_CUST_1070_3,CUST_1070,2025-05-28,NEFT,15406.98
TXN_CUST_1070_4,CUST_1070,2025-01-25,NEFT,21281.36
TXN_CUST_1070_5,CUST_1070,2025-11-15,CASH,3608.95
TXN_CUST_1071_1,CUST_1071,2025-09-13,UPI,31781.77
TXN_CUST_1071_2,CUST_1071,2025-10-22,NEFT,36067.94
TXN_CUST_1071_3,CUST_1071,2025-05-30,CASH,577.43
TXN_CUST_1071_4,CUST_1071,2025-06-30,NEFT,28747.85
TXN_CUST_1071_5,CUST_1071,2025-04-06,UPI,26412.49
TXN_CUST_1072_1,CUST_1072,2025-07-04,UPI,47693.48
TXN_CUST_1072_2,CUST_1072,2025-10-06,UPI,19827.46
TXN_CUST_1072_3,CUST_1072,2025-08-29,UPI,31965.7
TXN_CUST_1072_4,CUST_1072,2025-07-11,IMPS,37492.17
TXN_CUST_1072_5,CUST_1072,2025-07-02,UPI,17567.72
TXN_CUST_1073_1,CUST_1073,2025-12-03,UPI,38689.32
TXN_CUST_1073_2,CUST_1073,2025-06-20,NEFT,2694.62
TXN_CUST_1073_3,CUST_1073,2025-10-07,IMPS,40768.69
TXN_CUST_1073_4,CUST_1073,2025-03-31,CASH,49050.55
TXN_CUST_1073_5,CUST_1073,2025-09-03,NEFT,40669.14
TXN_CUST_1074_1,CUST_1074,2025-02-02,CASH,2330.7
TXN_CUST_1074_2,CUST_1074,2025-04-14,UPI,39659.91
TXN_CUST_1074_3,CUST_1074,2025-01-22,IMPS,46701.86
TXN_CUST_1074_4,CUST_1074,2025-09-21,CASH,49461.57
TXN_CUST_1074_5,CUST_1074,2025-10-06,CASH,13039.03
TXN_CUST_1075_1,CUST_1075,2025-11-28,NEFT,14662.49
TXN_CUST_1075_2,CUST_1075,2025-01-25,IMPS,14024.22
TXN_CUST_1075_3,CUST_1075,2025-07-08,CASH,44529.58
TXN_CUST_1075_4,CUST_1075,2025-08-14,CASH,17282.31
TXN_CUST_1075_5,CUST_1075,2025-04-06,CASH,34757.39
TXN_CUST_1076_1,CUST_1076,2025-07-08,IMPS,40156.83
TXN_CUST_1076_2,CUST_1076,2025-08-06,UPI,21815.05
TXN_CUST_1076_3,CUST_1076,2025-04-03,IMPS,16399.97
TXN_CUST_1076_4,CUST_1076,2025-02-10,IMPS,33215.5
TXN_CUST_1076_5,CUST_1076,2025-06-06,CASH,30329.77
TXN_CUST_1077_1,CUST_1077,2025-08-07,NEFT,34643.36
TXN_CUST_1077_2,CUST_1077,2025-06-29,CASH,2596.58
